CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
CASE00595,100280171202500595,202500595,2025-11-17,EMP0214,UNIT0171,CAT1,GRV1,CH03,CSH0016,STA2,,2025-11-17T06:01:00,2025-11-17T06:01:00,2025-11-17T06:01:00,14.773989,74.698315,A group of persons allegedly created a public disturbance near the main market.
CASE00596,100130080202600596,202600596,2026-04-12,EMP0006,UNIT0080,CAT1,GRV2,CH06,CSH0025,STA3,,2026-04-12T21:19:00,2026-04-12T21:19:00,2026-04-12T21:19:00,15.44342,75.036182,Complainant reported that jewellery was stolen from a commercial complex on the night of the incident.
CASE00597,100030019202600597,202600597,2026-03-23,EMP0077,UNIT0019,CAT1,GRV1,CH01,CSH0005,STA1,,2026-03-23T14:41:00,2026-03-23T14:41:00,2026-03-23T14:41:00,15.818231,74.499875,Vehicle registered to the complainant was found missing from outside a commercial complex.
CASE00598,100050029202500598,202500598,2025-12-31,EMP0213,UNIT0029,CAT1,GRV2,CH05,CSH0021,STA3,,2025-12-31T20:02:00,2025-12-31T20:02:00,2025-12-31T20:02:00,12.950614,77.625293,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00599,100030014202600599,202600599,2026-02-12,EMP0051,UNIT0014,CAT1,GRV2,CH05,CSH0022,STA3,,2026-02-12T23:51:00,2026-02-12T23:51:00,2026-02-12T23:51:00,15.860396,74.53682,Vehicle registered to the complainant was found missing from outside the main market.
CASE00600,100110069202600600,202600600,2026-03-26,EMP0127,UNIT0069,CAT1,GRV1,CH01,CSH0003,STA4,,2026-03-26T22:03:00,2026-03-26T22:03:00,2026-03-26T22:03:00,12.780633,75.223162,Complainant alleges online fraud involving a transaction linked to a parking area.
CASE00601,100050032202500601,202500601,2025-12-30,EMP0184,UNIT0032,CAT1,GRV2,CH05,CSH0024,STA1,,2025-12-30T16:10:00,2025-12-30T16:10:00,2025-12-30T16:10:00,12.930186,77.594709,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00602,100080052202500602,202500602,2025-09-16,EMP0194,UNIT0052,CAT1,GRV2,CH02,CSH0009,STA4,,2025-09-16T20:30:00,2025-09-16T20:30:00,2025-09-16T20:30:00,13.461383,77.682016,Vehicle registered to the complainant was found missing from outside the local temple grounds.
CASE00603,100130084202500603,202500603,2025-12-10,EMP0257,UNIT0084,CAT1,GRV1,CH03,CSH0014,STA1,,2025-12-10T19:52:00,2025-12-10T19:52:00,2025-12-10T19:52:00,15.45922,75.051719,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00604,100070045202600604,202600604,2026-04-13,EMP0138,UNIT0045,CAT1,GRV2,CH02,CSH0009,STA1,,2026-04-13T14:19:00,2026-04-13T14:19:00,2026-04-13T14:19:00,11.967086,76.939253,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00605,100030019202500605,202500605,2025-10-20,EMP0077,UNIT0019,CAT1,GRV1,CH01,CSH0001,STA2,,2025-10-20T01:32:00,2025-10-20T01:32:00,2025-10-20T01:32:00,15.826246,74.497944,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00606,100130079202600606,202600606,2026-07-08,EMP0064,UNIT0079,CAT1,GRV1,CH01,CSH0003,STA2,,2026-07-08T15:02:00,2026-07-08T15:02:00,2026-07-08T15:02:00,15.512707,75.029785,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE00607,100110069202500607,202500607,2025-12-03,EMP0127,UNIT0069,CAT1,GRV2,CH05,CSH0021,STA3,,2025-12-03T19:44:00,2025-12-03T19:44:00,2025-12-03T19:44:00,12.812671,75.245641,Victim was approached by unidentified persons near the main market and robbed at knifepoint.
CASE00608,100160093202600608,202600608,2026-05-18,EMP0188,UNIT0093,CAT1,GRV2,CH05,CSH0021,STA1,,2026-05-18T19:01:00,2026-05-18T19:01:00,2026-05-18T19:01:00,14.747524,75.429103,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00609,100220133202600609,202600609,2026-04-24,EMP0199,UNIT0133,CAT1,GRV1,CH01,CSH0003,STA2,,2026-04-24T18:58:00,2026-04-24T18:58:00,2026-04-24T18:58:00,12.252255,76.647587,Complainant alleges online fraud involving a transaction linked to the local temple grounds.
CASE00610,100050032202600610,202600610,2026-03-31,EMP0184,UNIT0032,CAT1,GRV2,CH02,CSH0009,STA2,,2026-03-31T19:32:00,2026-03-31T19:32:00,2026-03-31T19:32:00,12.952486,77.614849,"An altercation broke out at a commercial complex, resulting in injuries to the victim."
CASE00611,100110069202500611,202500611,2025-07-23,EMP0127,UNIT0069,CAT1,GRV2,CH05,CSH0024,STA3,,2025-07-23T10:47:00,2025-07-23T10:47:00,2025-07-23T10:47:00,12.775867,75.222951,Vehicle registered to the complainant was found missing from outside a residential complex.
CASE00612,100130083202600612,202600612,2026-04-16,EMP0156,UNIT0083,CAT1,GRV1,CH03,CSH0014,STA3,,2026-04-16T17:41:00,2026-04-16T17:41:00,2026-04-16T17:41:00,15.411849,74.949804,Accused allegedly entered a residential lane and removed valuables without the owner's knowledge.
CASE00613,100030016202600613,202600613,2026-05-03,EMP0102,UNIT0016,CAT1,GRV1,CH03,CSH0015,STA1,,2026-05-03T17:13:00,2026-05-03T17:13:00,2026-05-03T17:13:00,15.808043,74.529419,Victim was approached by unidentified persons near the local temple grounds and robbed at knifepoint.
CASE00614,100130080202500614,202500614,2025-09-25,EMP0006,UNIT0080,CAT1,GRV1,CH01,CSH0004,STA1,,2025-09-25T21:10:00,2025-09-25T21:10:00,2025-09-25T21:10:00,15.428239,75.022461,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00615,100130082202600615,202600615,2026-06-05,EMP0069,UNIT0082,CAT1,GRV2,CH06,CSH0025,STA3,,2026-06-05T07:03:00,2026-06-05T07:03:00,2026-06-05T07:03:00,15.465398,74.969673,Complainant reported that a two-wheeler was stolen from a parking area on the night of the incident.
CASE00616,100030013202500616,202500616,2025-08-18,EMP0104,UNIT0013,CAT1,GRV1,CH03,CSH0013,STA4,,2025-08-18T18:48:00,2025-08-18T18:48:00,2025-08-18T18:48:00,15.798085,74.466363,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE00617,100140088202500617,202500617,2025-08-27,EMP0010,UNIT0088,CAT1,GRV2,CH02,CSH0011,STA2,,2025-08-27T20:23:00,2025-08-27T20:23:00,2025-08-27T20:23:00,15.433015,75.597466,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00618,100130083202600618,202600618,2026-04-16,EMP0109,UNIT0083,CAT1,GRV1,CH03,CSH0013,STA1,,2026-04-16T19:56:00,2026-04-16T19:56:00,2026-04-16T19:56:00,15.40994,74.956043,Victim was approached by unidentified persons near a residential lane and robbed at knifepoint.
CASE00619,100280169202600619,202600619,2026-05-14,EMP0097,UNIT0169,CAT1,GRV1,CH03,CSH0016,STA1,,2026-05-14T17:42:00,2026-05-14T17:42:00,2026-05-14T17:42:00,14.810733,74.694829,Accused is alleged to have used a fake identity to defraud the complainant near a commercial complex.
CASE00620,100310189202600620,202600620,2026-05-16,EMP0256,UNIT0189,CAT1,GRV2,CH02,CSH0011,STA2,,2026-05-16T19:14:00,2026-05-16T19:14:00,2026-05-16T19:14:00,15.212894,76.497399,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00621,100120076202600621,202600621,2026-05-17,EMP0201,UNIT0076,CAT1,GRV2,CH04,CSH0020,STA1,,2026-05-17T10:09:00,2026-05-17T10:09:00,2026-05-17T10:09:00,14.43623,75.912131,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00622,100050030202500622,202500622,2025-10-27,EMP0125,UNIT0030,CAT1,GRV1,CH03,CSH0016,STA1,,2025-10-27T18:15:00,2025-10-27T18:15:00,2025-10-27T18:15:00,12.976792,77.572775,"An altercation broke out at the local temple grounds, resulting in injuries to the victim."
CASE00623,100020008202500623,202500623,2025-11-19,EMP0227,UNIT0008,CAT1,GRV2,CH02,CSH0006,STA3,,2025-11-19T21:20:00,2025-11-19T21:20:00,2025-11-19T21:20:00,15.151992,76.892535,Vehicle registered to the complainant was found missing from outside a residential complex.
CASE00624,100230137202500624,202500624,2025-10-23,EMP0171,UNIT0137,CAT1,GRV2,CH05,CSH0021,STA3,,2025-10-23T19:05:00,2025-10-23T19:05:00,2025-10-23T19:05:00,16.254325,77.294756,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00625,100130083202500625,202500625,2025-09-08,EMP0223,UNIT0083,CAT1,GRV2,CH05,CSH0024,STA3,,2025-09-08T19:24:00,2025-09-08T19:24:00,2025-09-08T19:24:00,15.4275,74.969064,Victim was approached by unidentified persons near the railway station and robbed at knifepoint.
CASE00626,100030015202600626,202600626,2026-04-23,EMP0136,UNIT0015,CAT1,GRV1,CH01,CSH0004,STA3,,2026-04-23T07:47:00,2026-04-23T07:47:00,2026-04-23T07:47:00,15.81774,74.455484,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00627,100130079202600627,202600627,2026-05-12,EMP0217,UNIT0079,CAT1,GRV2,CH04,CSH0018,STA1,,2026-05-12T10:24:00,2026-05-12T10:24:00,2026-05-12T10:24:00,15.504683,75.049188,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE00628,100030013202600628,202600628,2026-03-14,EMP0104,UNIT0013,CAT1,GRV2,CH04,CSH0018,STA3,,2026-03-14T20:20:00,2026-03-14T20:20:00,2026-03-14T20:20:00,15.791029,74.461638,Vehicle registered to the complainant was found missing from outside the railway station.
CASE00629,100130082202500629,202500629,2025-09-21,EMP0069,UNIT0082,CAT1,GRV2,CH06,CSH0026,STA1,,2025-09-21T20:02:00,2025-09-21T20:02:00,2025-09-21T20:02:00,15.504722,74.951314,A group of persons allegedly created a public disturbance near a parking area.
CASE00630,100130083202600630,202600630,2026-04-19,EMP0156,UNIT0083,CAT1,GRV1,CH03,CSH0013,STA1,,2026-04-19T05:51:00,2026-04-19T05:51:00,2026-04-19T05:51:00,15.433695,74.968741,Victim was approached by unidentified persons near the main market and robbed at knifepoint.
CASE00631,100070046202500631,202500631,2025-07-13,EMP0082,UNIT0046,CAT1,GRV1,CH03,CSH0016,STA4,,2025-07-13T19:19:00,2025-07-13T19:19:00,2025-07-13T19:19:00,11.883858,76.964098,Vehicle registered to the complainant was found missing from outside the local temple grounds.
CASE00632,100110070202500632,202500632,2025-10-08,EMP0100,UNIT0070,CAT1,GRV2,CH05,CSH0024,STA3,,2025-10-08T12:44:00,2025-10-08T12:44:00,2025-10-08T12:44:00,12.826437,75.275193,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00633,100300182202600633,202600633,2026-05-04,EMP0249,UNIT0182,CAT1,GRV2,CH02,CSH0010,STA2,,2026-05-04T16:10:00,2026-05-04T16:10:00,2026-05-04T16:10:00,16.790995,77.142007,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00634,100010003202600634,202600634,2026-05-29,EMP0076,UNIT0003,CAT1,GRV1,CH03,CSH0012,STA3,,2026-05-29T19:36:00,2026-05-29T19:36:00,2026-05-29T19:36:00,16.151872,75.672635,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00635,100040025202600635,202600635,2026-02-13,EMP0027,UNIT0025,CAT1,GRV1,CH03,CSH0012,STA1,,2026-02-13T22:11:00,2026-02-13T22:11:00,2026-02-13T22:11:00,13.323834,77.637945,Physical assault reported outside the local temple grounds following a dispute between the parties.
CASE00636,100030016202600636,202600636,2026-04-20,EMP0102,UNIT0016,CAT1,GRV2,CH02,CSH0008,STA3,,2026-04-20T15:19:00,2026-04-20T15:19:00,2026-04-20T15:19:00,15.793061,74.524723,"An altercation broke out at the local temple grounds, resulting in injuries to the victim."
CASE00637,100130081202600637,202600637,2026-04-04,EMP0209,UNIT0081,CAT1,GRV1,CH03,CSH0015,STA1,,2026-04-04T14:07:00,2026-04-04T14:07:00,2026-04-04T14:07:00,15.486129,75.048555,Complainant alleges online fraud involving a transaction linked to the main market.
CASE00638,100240147202600638,202600638,2026-01-01,EMP0254,UNIT0147,CAT1,GRV1,CH03,CSH0016,STA3,,2026-01-01T12:47:00,2026-01-01T12:47:00,2026-01-01T12:47:00,12.685409,77.24579,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00639,100030015202600639,202600639,2026-04-09,EMP0136,UNIT0015,CAT1,GRV2,CH05,CSH0023,STA2,,2026-04-09T21:50:00,2026-04-09T21:50:00,2026-04-09T21:50:00,15.841126,74.456526,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00640,100220135202600640,202600640,2026-06-24,EMP0253,UNIT0135,CAT1,GRV2,CH04,CSH0019,STA1,,2026-06-24T17:52:00,2026-06-24T17:52:00,2026-06-24T17:52:00,12.318665,76.659398,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00641,100110068202500641,202500641,2025-07-25,EMP0066,UNIT0068,CAT1,GRV2,CH06,CSH0026,STA2,,2025-07-25T13:02:00,2025-07-25T13:02:00,2025-07-25T13:02:00,12.870709,75.289513,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE00642,100210130202500642,202500642,2025-10-13,EMP0238,UNIT0130,CAT1,GRV2,CH02,CSH0010,STA2,,2025-10-13T14:34:00,2025-10-13T14:34:00,2025-10-13T14:34:00,12.599747,76.880149,A complaint was filed regarding harassment near the railway station over the past few weeks.
CASE00643,100190114202500643,202500643,2025-08-01,EMP0202,UNIT0114,CAT1,GRV1,CH01,CSH0005,STA2,,2025-08-01T17:44:00,2025-08-01T17:44:00,2025-08-01T17:44:00,13.114412,78.078378,Complainant alleges online fraud involving a transaction linked to a parking area.
CASE00644,100280170202600644,202600644,2026-06-12,EMP0064,UNIT0170,CAT1,GRV2,CH06,CSH0027,STA1,,2026-06-12T04:02:00,2026-06-12T04:02:00,2026-06-12T04:02:00,14.829869,74.660948,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE00645,100120072202500645,202500645,2025-07-30,EMP0260,UNIT0072,CAT1,GRV1,CH01,CSH0005,STA2,,2025-07-30T19:27:00,2025-07-30T19:27:00,2025-07-30T19:27:00,14.445453,75.901216,Accused allegedly entered a residential lane and removed valuables without the owner's knowledge.
CASE00646,100050027202600646,202600646,2026-01-05,EMP0124,UNIT0027,CAT1,GRV2,CH05,CSH0022,STA2,,2026-01-05T15:44:00,2026-01-05T15:44:00,2026-01-05T15:44:00,13.007571,77.649071,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00647,100270166202500647,202500647,2025-08-11,EMP0161,UNIT0166,CAT1,GRV2,CH06,CSH0027,STA3,,2025-08-11T17:10:00,2025-08-11T17:10:00,2025-08-11T17:10:00,13.381219,74.78285,Physical assault reported outside a parking area following a dispute between the parties.
CASE00648,100030016202500648,202500648,2025-07-28,EMP0102,UNIT0016,CAT1,GRV2,CH04,CSH0018,STA1,,2025-07-28T07:35:00,2025-07-28T07:35:00,2025-07-28T07:35:00,15.803654,74.511564,Accused is alleged to have used a fake identity to defraud the complainant near the bus stand.
CASE00649,100090058202600649,202600649,2026-04-22,EMP0114,UNIT0058,CAT1,GRV2,CH02,CSH0009,STA2,,2026-04-22T00:24:00,2026-04-22T00:24:00,2026-04-22T00:24:00,13.254821,75.755989,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE00650,100210126202500650,202500650,2025-08-14,EMP0212,UNIT0126,CAT1,GRV1,CH01,CSH0004,STA2,,2025-08-14T17:44:00,2025-08-14T17:44:00,2025-08-14T17:44:00,12.505122,76.947104,Accused allegedly entered the local temple grounds and removed valuables without the owner's knowledge.
CASE00651,100220134202600651,202600651,2026-04-16,EMP0159,UNIT0134,CAT1,GRV2,CH05,CSH0024,STA2,,2026-04-16T19:50:00,2026-04-16T19:50:00,2026-04-16T19:50:00,12.308328,76.597421,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00652,100060037202500652,202500652,2025-09-01,EMP0075,UNIT0037,CAT1,GRV1,CH03,CSH0013,STA4,,2025-09-01T17:17:00,2025-09-01T17:17:00,2025-09-01T17:17:00,17.90214,77.526213,Victim was approached by unidentified persons near the local temple grounds and robbed at knifepoint.
CASE00653,100080047202500653,202500653,2025-09-05,EMP0046,UNIT0047,CAT1,GRV1,CH03,CSH0015,STA2,,2025-09-05T23:51:00,2025-09-05T23:51:00,2025-09-05T23:51:00,13.476352,77.740484,Victim was approached by unidentified persons near a residential complex and robbed at knifepoint.
CASE00654,100180105202500654,202500654,2025-10-23,EMP0160,UNIT0105,CAT1,GRV2,CH06,CSH0025,STA1,,2025-10-23T13:05:00,2025-10-23T13:05:00,2025-10-23T13:05:00,12.440115,75.686377,A group of persons allegedly created a public disturbance near a residential complex.
CASE00655,100230142202500655,202500655,2025-12-05,EMP0176,UNIT0142,CAT1,GRV1,CH03,CSH0016,STA3,,2025-12-05T20:00:00,2025-12-05T20:00:00,2025-12-05T20:00:00,16.277303,77.330212,Vehicle registered to the complainant was found missing from outside a residential complex.
CASE00656,100130080202500656,202500656,2025-12-13,EMP0006,UNIT0080,CAT1,GRV2,CH02,CSH0007,STA3,,2025-12-13T21:47:00,2025-12-13T21:47:00,2025-12-13T21:47:00,15.441234,75.041378,Victim was approached by unidentified persons near the main market and robbed at knifepoint.
CASE00657,100070044202600657,202600657,2026-01-12,EMP0116,UNIT0044,CAT1,GRV2,CH05,CSH0022,STA1,,2026-01-12T21:48:00,2026-01-12T21:48:00,2026-01-12T21:48:00,11.967797,76.968895,Accused is alleged to have used a fake identity to defraud the complainant near the local temple grounds.
CASE00658,100030018202600658,202600658,2026-04-03,EMP0120,UNIT0018,CAT1,GRV1,CH03,CSH0012,STA3,,2026-04-03T22:21:00,2026-04-03T22:21:00,2026-04-03T22:21:00,15.849346,74.506421,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00659,100030019202600659,202600659,2026-04-30,EMP0077,UNIT0019,CAT1,GRV1,CH01,CSH0001,STA1,,2026-04-30T19:36:00,2026-04-30T19:36:00,2026-04-30T19:36:00,15.801411,74.497657,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00660,100200125202500660,202500660,2025-09-06,EMP0167,UNIT0125,CAT1,GRV1,CH01,CSH0002,STA1,,2025-09-06T14:39:00,2025-09-06T14:39:00,2025-09-06T14:39:00,15.315548,76.172997,Accused allegedly entered a commercial complex and removed valuables without the owner's knowledge.
CASE00661,100050032202600661,202600661,2026-06-20,EMP0184,UNIT0032,CAT1,GRV1,CH03,CSH0016,STA2,,2026-06-20T10:33:00,2026-06-20T10:33:00,2026-06-20T10:33:00,12.959653,77.585027,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00662,100050028202600662,202600662,2026-02-25,EMP0125,UNIT0028,CAT1,GRV1,CH03,CSH0012,STA1,,2026-02-25T15:11:00,2026-02-25T15:11:00,2026-02-25T15:11:00,12.946904,77.626827,Accused allegedly entered a commercial complex and removed valuables without the owner's knowledge.
CASE00663,100010002202600663,202600663,2026-04-20,EMP0182,UNIT0002,CAT1,GRV1,CH03,CSH0012,STA1,,2026-04-20T21:45:00,2026-04-20T21:45:00,2026-04-20T21:45:00,16.201673,75.702651,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE00664,100070042202500664,202500664,2025-08-15,EMP0048,UNIT0042,CAT1,GRV2,CH05,CSH0022,STA1,,2025-08-15T10:30:00,2025-08-15T10:30:00,2025-08-15T10:30:00,11.977621,76.984025,Accused allegedly entered the local temple grounds and removed valuables without the owner's knowledge.
CASE00665,100130084202500665,202500665,2025-11-30,EMP0094,UNIT0084,CAT1,GRV2,CH06,CSH0027,STA4,,2025-11-30T20:08:00,2025-11-30T20:08:00,2025-11-30T20:08:00,15.475672,75.022602,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00666,100100061202500666,202500666,2025-11-26,EMP0179,UNIT0061,CAT1,GRV1,CH01,CSH0002,STA4,,2025-11-26T19:21:00,2025-11-26T19:21:00,2025-11-26T19:21:00,14.20207,76.444024,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00667,100050032202500667,202500667,2025-08-14,EMP0184,UNIT0032,CAT1,GRV2,CH02,CSH0008,STA1,,2025-08-14T18:46:00,2025-08-14T18:46:00,2025-08-14T18:46:00,12.953798,77.619317,Victim was approached by unidentified persons near the local temple grounds and robbed at knifepoint.
CASE00668,100130083202500668,202500668,2025-09-30,EMP0223,UNIT0083,CAT1,GRV2,CH06,CSH0026,STA2,,2025-09-30T20:44:00,2025-09-30T20:44:00,2025-09-30T20:44:00,15.412272,74.97452,A group of persons allegedly created a public disturbance near the bus stand.
CASE00669,100030017202600669,202600669,2026-06-01,EMP0185,UNIT0017,CAT1,GRV1,CH03,CSH0013,STA2,,2026-06-01T03:12:00,2026-06-01T03:12:00,2026-06-01T03:12:00,15.912585,74.523976,Complainant reported that cash was stolen from the local temple grounds on the night of the incident.
CASE00670,100130083202500670,202500670,2025-07-31,EMP0156,UNIT0083,CAT1,GRV2,CH05,CSH0021,STA2,,2025-07-31T23:14:00,2025-07-31T23:14:00,2025-07-31T23:14:00,15.407478,74.951901,Complainant reported that a mobile phone was stolen from a residential complex on the night of the incident.
CASE00671,100050027202500671,202500671,2025-07-31,EMP0157,UNIT0027,CAT1,GRV1,CH03,CSH0012,STA3,,2025-07-31T19:15:00,2025-07-31T19:15:00,2025-07-31T19:15:00,13.012019,77.619786,Accused is alleged to have used a fake identity to defraud the complainant near the railway station.
CASE00672,100130080202500672,202500672,2025-09-04,EMP0164,UNIT0080,CAT1,GRV1,CH01,CSH0004,STA2,,2025-09-04T15:16:00,2025-09-04T15:16:00,2025-09-04T15:16:00,15.425304,75.015266,Complainant reported that documents was stolen from the bus stand on the night of the incident.
CASE00673,100130084202500673,202500673,2025-09-20,EMP0247,UNIT0084,CAT1,GRV2,CH06,CSH0026,STA1,,2025-09-20T14:49:00,2025-09-20T14:49:00,2025-09-20T14:49:00,15.455001,75.04093,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00674,100250155202600674,202600674,2026-04-01,EMP0175,UNIT0155,CAT1,GRV1,CH01,CSH0004,STA1,,2026-04-01T03:58:00,2026-04-01T03:58:00,2026-04-01T03:58:00,13.941084,75.584264,Complainant alleges online fraud involving a transaction linked to a commercial complex.
CASE00675,100110069202500675,202500675,2025-08-19,EMP0127,UNIT0069,CAT1,GRV2,CH06,CSH0025,STA1,,2025-08-19T10:46:00,2025-08-19T10:46:00,2025-08-19T10:46:00,12.783278,75.238234,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00676,100190115202600676,202600676,2026-01-12,EMP0172,UNIT0115,CAT1,GRV2,CH05,CSH0021,STA1,,2026-01-12T19:58:00,2026-01-12T19:58:00,2026-01-12T19:58:00,13.117718,78.198224,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00677,100290179202600677,202600677,2026-06-02,EMP0053,UNIT0179,CAT1,GRV1,CH01,CSH0005,STA3,,2026-06-02T12:36:00,2026-06-02T12:36:00,2026-06-02T12:36:00,16.842539,75.747785,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00678,100220133202600678,202600678,2026-05-17,EMP0199,UNIT0133,CAT1,GRV2,CH04,CSH0017,STA2,,2026-05-17T14:49:00,2026-05-17T14:49:00,2026-05-17T14:49:00,12.239668,76.61891,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE00679,100010003202500679,202500679,2025-11-18,EMP0081,UNIT0003,CAT1,GRV2,CH06,CSH0026,STA1,,2025-11-18T17:32:00,2025-11-18T17:32:00,2025-11-18T17:32:00,16.121146,75.695061,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00680,100110071202500680,202500680,2025-11-14,EMP0027,UNIT0071,CAT1,GRV2,CH02,CSH0008,STA4,,2025-11-14T12:40:00,2025-11-14T12:40:00,2025-11-14T12:40:00,12.804749,75.196044,Complainant reported that documents was stolen from a parking area on the night of the incident.
CASE00681,100080054202500681,202500681,2025-12-25,EMP0178,UNIT0054,CAT1,GRV2,CH04,CSH0018,STA3,,2025-12-25T08:41:00,2025-12-25T08:41:00,2025-12-25T08:41:00,13.498681,77.715259,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00682,100130080202600682,202600682,2026-05-20,EMP0006,UNIT0080,CAT1,GRV2,CH02,CSH0010,STA3,,2026-05-20T13:03:00,2026-05-20T13:03:00,2026-05-20T13:03:00,15.421901,75.05,Accused allegedly entered the main market and removed valuables without the owner's knowledge.
CASE00683,100220136202500683,202500683,2025-12-30,EMP0055,UNIT0136,CAT1,GRV2,CH06,CSH0025,STA3,,2025-12-30T22:37:00,2025-12-30T22:37:00,2025-12-30T22:37:00,12.289548,76.666417,A complaint was filed regarding harassment near a parking area over the past few weeks.
CASE00684,100090057202500684,202500684,2025-09-21,EMP0145,UNIT0057,CAT1,GRV2,CH02,CSH0011,STA1,,2025-09-21T12:37:00,2025-09-21T12:37:00,2025-09-21T12:37:00,13.290179,75.829005,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00685,100030018202500685,202500685,2025-12-20,EMP0120,UNIT0018,CAT1,GRV1,CH03,CSH0015,STA1,,2025-12-20T10:55:00,2025-12-20T10:55:00,2025-12-20T10:55:00,15.834936,74.501288,A complaint was filed regarding harassment near the railway station over the past few weeks.
CASE00686,100030018202600686,202600686,2026-04-02,EMP0120,UNIT0018,CAT1,GRV2,CH06,CSH0027,STA1,,2026-04-02T15:38:00,2026-04-02T15:38:00,2026-04-02T15:38:00,15.818197,74.481919,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00687,100010004202600687,202600687,2026-03-23,EMP0011,UNIT0004,CAT1,GRV2,CH04,CSH0020,STA1,,2026-03-23T07:24:00,2026-03-23T07:24:00,2026-03-23T07:24:00,16.113686,75.67724,Complainant reported that jewellery was stolen from a parking area on the night of the incident.
CASE00688,100110069202600688,202600688,2026-02-27,EMP0127,UNIT0069,CAT1,GRV1,CH01,CSH0005,STA3,,2026-02-27T22:38:00,2026-02-27T22:38:00,2026-02-27T22:38:00,12.775986,75.247881,Complainant alleges online fraud involving a transaction linked to a commercial complex.
CASE00689,100040022202600689,202600689,2026-06-18,EMP0032,UNIT0022,CAT1,GRV2,CH02,CSH0007,STA3,,2026-06-18T08:48:00,2026-06-18T08:48:00,2026-06-18T08:48:00,13.236504,77.592491,Victim was approached by unidentified persons near the railway station and robbed at knifepoint.
CASE00690,100050032202600690,202600690,2026-06-19,EMP0184,UNIT0032,CAT1,GRV1,CH01,CSH0001,STA1,,2026-06-19T20:06:00,2026-06-19T20:06:00,2026-06-19T20:06:00,12.958587,77.601362,Complainant reported that jewellery was stolen from the main market on the night of the incident.
CASE00691,100050031202600691,202600691,2026-05-03,EMP0116,UNIT0031,CAT1,GRV1,CH01,CSH0005,STA4,,2026-05-03T14:18:00,2026-05-03T14:18:00,2026-05-03T14:18:00,12.948572,77.609435,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00692,100090058202500692,202500692,2025-12-25,EMP0183,UNIT0058,CAT1,GRV1,CH01,CSH0004,STA1,,2025-12-25T22:18:00,2025-12-25T22:18:00,2025-12-25T22:18:00,13.263969,75.733383,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00693,100110070202600693,202600693,2026-03-30,EMP0218,UNIT0070,CAT1,GRV2,CH02,CSH0011,STA1,,2026-03-30T18:43:00,2026-03-30T18:43:00,2026-03-30T18:43:00,12.831207,75.283363,A complaint was filed regarding harassment near a residential complex over the past few weeks.
